,composition,Charpy impact energy,Charpy impact energy-conditions,Charpy impact energy-units,Elongation,Elongation-conditions,Elongation-units,"Fracture toughness, K$_{IC}$","Fracture toughness, K$_{IC}$-conditions","Fracture toughness, K$_{IC}$-units","Ultimate tensile strength, UTS","Ultimate tensile strength, UTS-conditions","Ultimate tensile strength, UTS-units","Yield strength, YS","Yield strength, YS-conditions","Yield strength, YS-units",parse_comp
416,"[{'element': 'C', 'actualWeightPercent': {'value': '0.12'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '14.52'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5.09'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.43'}}, {'element': 'N', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.48'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,6.0,"{'name': 'Temperature', 'scalars': [{'value': '1093'}], 'units': '$^{\\circ}$C'}",%,,,,2101.5,"{'name': 'Temperature', 'scalars': [{'value': '1093'}], 'units': '$^{\\circ}$C'}",MPa,1515.8,"{'name': 'Temperature', 'scalars': [{'value': '1093'}], 'units': '$^{\\circ}$C'}",MPa,"[0.12, 0.01, 0.01, 14.52, 0.01, 5.09, 0.43, 0.03, 0.01, 13.48, 0, 0.03, 0]"
417,"[{'element': 'C', 'actualWeightPercent': {'value': '0.22'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '3.11'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '11.22'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.19'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.51'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.01'}}]",,,,16.4,"{'name': 'Temperature', 'scalars': [{'value': '885'}], 'units': '$^{\\circ}$C'}",%,134.4,"{'name': 'Temperature', 'scalars': [{'value': '885'}], 'units': '$^{\\circ}$C'}",MPa m$^{0.5}$,1901.0,"{'name': 'Temperature', 'scalars': [{'value': '885'}], 'units': '$^{\\circ}$C'}",MPa,1729.4,"{'name': 'Temperature', 'scalars': [{'value': '885'}], 'units': '$^{\\circ}$C'}",MPa,"[0.22, 0.01, 0.01, 3.11, 11.22, 1.19, 0.01, 0, 0.01, 13.51, 0, 0.01, 0.01]"
418,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.1'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '7.7'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '12.2'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '3.05'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.63'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.2'}}]",38.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,14.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1546.8,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1506.8,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.05, 0.1, 7.7, 12.2, 3.05, 0.01, 0, 0.01, 0.01, 0, 0.63, 0.2]"
419,"[{'element': 'C', 'actualWeightPercent': {'value': '0.2'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '13.82'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '1.13'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '0.99'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.09'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.74'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,17.9,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",%,132.5,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa m$^{0.5}$,1757.0,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,1342.0,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,"[0.2, 0.01, 0.01, 13.82, 1.13, 0.99, 0.01, 0, 0.09, 13.74, 0, 0.03, 0]"
420,"[{'element': 'C', 'actualWeightPercent': {'value': '0.15'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '14.5'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.5'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,10.0,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",%,,,,1667.4,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,1116.2,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,"[0.15, 0.01, 0.01, 14.5, 0.01, 5, 0.01, 0, 0.01, 13.5, 0, 0.05, 0]"
421,"[{'element': 'C', 'actualWeightPercent': {'value': '0'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '10.97'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '7.99'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '4.98'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '8.51'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.19'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.02'}}]",,,,12.0,,%,52.0,,MPa m$^{0.5}$,1970.5,,MPa,1846.5,,MPa,"[0, 0.01, 0.01, 10.97, 7.99, 4.98, 0.01, 0, 0.01, 8.51, 0, 1.19, 0.02]"
422,"[{'element': 'C', 'actualWeightPercent': {'value': '0.19'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.5'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.53'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.95'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.48'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '15.02'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,16.3,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",%,149.9,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa m$^{0.5}$,1746.2,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,1247.8,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,"[0.19, 0.01, 0.5, 12.53, 0.95, 1.48, 0.01, 0, 0.01, 15.02, 0, 0.03, 0]"
423,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '15.2'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5.1'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '9.2'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.9'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.7'}}]",,,,16.0,"{'name': 'Temperature', 'scalars': [{'value': '982'}], 'units': '$^{\\circ}$C'}",%,,,,1398.7,"{'name': 'Temperature', 'scalars': [{'value': '982'}], 'units': '$^{\\circ}$C'}",MPa,1281.5,"{'name': 'Temperature', 'scalars': [{'value': '982'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.01, 0.01, 0.01, 15.2, 5.1, 0.01, 0, 0.01, 9.2, 0, 0.9, 0.7]"
424,"[{'element': 'C', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.07'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '8.9'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.45'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '3.25'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.15'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.23'}}]",154.6,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,17.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1168.5,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1150.6,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.03, 0.07, 0.04, 8.9, 8.45, 3.25, 0.01, 0, 0.01, 0.01, 0, 0.15, 0.23]"
425,"[{'element': 'C', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.1'}}, {'element': 'Si', 'actualWeightPercent': {'value': '2.02'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '18.4'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,16.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1502.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1460.7,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.02, 0.1, 2.02, 0.01, 18.4, 0.02, 0.01, 0, 0.01, 0.01, 0, 0.03, 0]"
426,"[{'element': 'C', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.51'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.32'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.22'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.06'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.05'}}]",138.3,,J,18.1,,%,,,,,,,1281.5,,MPa,"[0.04, 0.01, 0.01, 12.51, 8.32, 2.22, 0.01, 0, 0.01, 0.01, 0, 1.06, 0.05]"
427,"[{'element': 'C', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.52'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.63'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.1'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",31.2,"{'name': 'Temperature', 'scalars': [{'value': '996'}], 'units': '$^{\\circ}$C'}",J,15.6,"{'name': 'Temperature', 'scalars': [{'value': '996'}], 'units': '$^{\\circ}$C'}",%,,,,1484.1,"{'name': 'Temperature', 'scalars': [{'value': '996'}], 'units': '$^{\\circ}$C'}",MPa,1285.0,"{'name': 'Temperature', 'scalars': [{'value': '996'}], 'units': '$^{\\circ}$C'}",MPa,"[0.04, 0.01, 0.02, 12.52, 8.63, 2.1, 0.01, 0, 0.01, 0.01, 0, 1, 0]"
428,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '15'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '6.02'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '14.8'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.62'}}]",,,,14.0,"{'name': 'Temperature', 'scalars': [{'value': '815'}], 'units': '$^{\\circ}$C'}",%,,,,1467.6,"{'name': 'Temperature', 'scalars': [{'value': '815'}], 'units': '$^{\\circ}$C'}",MPa,1267.8,"{'name': 'Temperature', 'scalars': [{'value': '815'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.01, 0.01, 0.01, 15, 6.02, 0.01, 0, 0.01, 14.8, 0, 0.03, 0.62]"
429,"[{'element': 'C', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.47'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.31'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.2'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.02'}}]",234.6,,J,19.0,,%,,,,,,,1247.1,,MPa,"[0.03, 0.01, 0.01, 12.47, 8.31, 2.2, 0.01, 0, 0.01, 0.01, 0, 1.03, 0.02]"
430,"[{'element': 'C', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.48'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.1'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '10'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '10'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.92'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.29'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.21'}}]",92.9,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,16.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1244.3,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1222.3,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.02, 0.48, 0.1, 10, 10, 1.92, 0.01, 0, 0.01, 0.01, 0, 0.29, 0.21]"
431,"[{'element': 'C', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.49'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.3'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.23'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.07'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.01'}}]",94.9,,J,15.0,,%,,,,,,,1267.8,,MPa,"[0.04, 0.01, 0.01, 12.49, 8.3, 2.23, 0.01, 0, 0.01, 0.01, 0, 1.07, 0.01]"
432,"[{'element': 'C', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.35'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.27'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.21'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.04'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.03'}}]",,,,16.5,,%,102.0,,MPa m$^{0.5}$,1466.2,,MPa,1400.7,,MPa,"[0.04, 0.01, 0.01, 12.35, 8.27, 2.21, 0.01, 0, 0.01, 0.01, 0, 1.04, 0.03]"
433,"[{'element': 'C', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.52'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.34'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.21'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.06'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.02'}}]",54.2,,J,17.0,,%,,,,1302.2,,MPa,1247.1,,MPa,"[0.03, 0.01, 0.01, 12.52, 8.34, 2.21, 0.01, 0.01, 0.01, 0.01, 0, 1.06, 0.02]"
434,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '9.9'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '6.99'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.75'}}, {'element': 'V', 'actualWeightPercent': {'value': '0'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0'}}, {'element': 'Co', 'actualWeightPercent': {'value': '8.02'}}, {'element': 'W', 'actualWeightPercent': {'value': '2.43'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.8'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,,,,,,,1575.0,"{'name': 'Temperature', 'scalars': [{'value': '960'}], 'units': '$^{\\circ}$C'}",MPa,1390.0,"{'name': 'Temperature', 'scalars': [{'value': '960'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.04, 0.04, 9.9, 6.99, 2.75, 0, 0, 0, 8.02, 2.43, 1.8, 0]"
435,"[{'element': 'C', 'actualWeightPercent': {'value': '0.22'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '3.11'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '11.22'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.19'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.51'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.01'}}]",,,,17.1,"{'name': 'Temperature', 'scalars': [{'value': '885'}], 'units': '$^{\\circ}$C'}",%,142.9,"{'name': 'Temperature', 'scalars': [{'value': '885'}], 'units': '$^{\\circ}$C'}",MPa m$^{0.5}$,1949.9,"{'name': 'Temperature', 'scalars': [{'value': '885'}], 'units': '$^{\\circ}$C'}",MPa,1757.6,"{'name': 'Temperature', 'scalars': [{'value': '885'}], 'units': '$^{\\circ}$C'}",MPa,"[0.22, 0.01, 0.01, 3.11, 11.22, 1.19, 0.01, 0, 0.01, 13.51, 0, 0.01, 0.01]"
